PUF_ID,sample,fpl,SWB_1,SWB_2,SWB_3,FWBscore,FWB1_1,FWB1_2,FWB1_3,FWB1_4,FWB1_5,FWB1_6,FWB2_1,FWB2_2,FWB2_3,FWB2_4,FSscore,FS1_1,FS1_2,FS1_3,FS1_4,FS1_5,FS1_6,FS1_7,FS2_1,FS2_2,FS2_3,SUBKNOWL1,ACT1_1,ACT1_2,FINGOALS,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,SAVEHABIT,FRUGALITY,AUTOMATED_1,AUTOMATED_2,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,FINKNOWL1,FINKNOWL2,FINKNOWL3,FK1correct,FK2correct,FK3correct,KHscore,KHKNOWL1,KHKNOWL2,KHKNOWL3,KHKNOWL4,KHKNOWL5,KHKNOWL6,KHKNOWL7,KHKNOWL8,KHKNOWL9,KH1correct,KH2correct,KH3correct,KH4correct,KH5correct,KH6correct,KH7correct,KH8correct,KH9correct,ENDSMEET,HOUSING,LIVINGARRANGEMENT,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,VOLATILITY,SNAP,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,FRAUD2,COVERCOSTS,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,MANAGE2,PAIDHELP,HSLOC,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,OBJNUMERACY1,ON2correct,ON1correct,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,HEALTH,SCFHORIZON,DISCOUNT,MEMLOSS,DISTRESS,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_1,OUTLOOK_2,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,SOCSEC2,SOCSEC3,LIFEEXPECT,HHEDUC,KIDS_NoChildren,KIDS_1,KIDS_2,KIDS_3,KIDS_4,EMPLOY,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,EMPLOY1_9,RETIRE,MILITARY,Military_Status,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt
13061,1,3,5,5,5,48,3,3,3,3,3,5,2,2,2,4,55,4,4,3,4,3,5,4,4,4,4,-1,5,4,1,2,3,4,2,5,3,5,2,6,5,1,1,4,4,3,5,2,3,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,2,1,2,3,0,2,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,0,0,0,3,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,1,1,0,1,2,1,1,3,3,2,50,4,3,1,0,3,3,3,3,4,3,0,1,0,1,0,0,1,1,0,0,3,3,-2,-2,65,75,4,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,2,3,1,1,4,8,1,1,1,2,0,0,0,0,4,0,.700774415325726
9073,1,1,5,7,7,50,4,4,3,3,5,3,3,3,1,3,50,3,4,3,4,2,4,4,4,4,3,4,4,4,1,4,4,4,2,5,4,5,4,5,6,7,1,3,2,5,1,3,4,3,1,3,2,1,1,1,-.188,1,3,1,1,1,2,2,2,1,0,1,0,1,1,1,0,1,1,2,2,4,4,0,-2,-2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,0,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,1,1,1,1,1,0,0,2,0,1,1,1,1,80,4,1,2,0,5,2,3,3,4,4,1,0,1,1,1,0,0,0,0,0,5,3,-2,-2,61,100,3,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,-2,0,5,1,4,3,4,2,1,1,4,1,4,9,0,0,0,0,1,0,.5127960908717351
10655,1,3,7,7,7,53,3,1,1,3,4,3,1,5,5,4,68,5,5,4,4,3,5,5,5,5,4,4,5,2,1,5,5,5,5,5,5,5,5,1,6,7,7,5,5,1,6,4,4,2,1,3,1,1,1,0,.242,3,3,1,1,1,2,3,2,1,1,1,0,1,1,1,0,1,1,1,2,2,4,0,-2,-2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-2,1,5,0,1,0,0,1,1,1,2,1,1,4,3,2,100,3,4,1,0,5,1,4,4,5,5,1,0,1,1,1,0,1,1,0,0,7,4,-2,-2,67,100,3,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,-2,0,5,4,2,3,2,1,2,4,4,1,4,9,0,0,1,0,1,0,.805525700434788
14051,1,2,6,4,6,53,2,2,3,3,3,4,2,4,2,3,49,3,4,2,4,3,4,4,4,4,3,3,5,3,0,2,2,2,2,5,3,5,4,2,5,7,7,2,3,6,1,5,2,3,1,3,2,1,1,1,-.57,2,3,2,2,1,2,3,4,1,0,1,1,0,1,1,0,0,1,1,1,2,3,0,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,3,1,1,0,0,0,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,1,1,0,0,2,1,1,2,3,2,90,2,4,1,0,4,3,3,3,2,1,0,0,0,0,0,0,0,1,0,0,7,3,1,62,-2,50,3,-1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,2,1,2,2,2,1,0,4,9,0,0,0,0,2,1,.775367581990677
13165,1,2,7,7,7,68,5,4,1,5,5,2,2,5,1,1,64,5,4,3,4,2,5,5,5,3,2,5,5,4,1,4,3,5,3,5,5,5,4,6,6,1,1,5,5,3,4,1,4,3,1,3,2,1,1,1,-.188,2,3,2,1,2,2,4,3,1,0,1,1,1,0,1,1,0,1,1,2,2,5,1,-2,-2,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,1,1,1,1,1,0,0,0,4,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,3,1,1,1,1,1,0,1,2,1,1,3,3,3,80,5,3,2,0,2,2,4,4,4,3,1,1,0,0,1,0,0,0,0,0,6,4,-2,-2,70,95,5,0,2,1,0,0,4,0,0,0,1,0,0,0,0,0,-2,0,5,2,4,4,1,2,5,5,1,1,2,3,1,1,1,0,2,0,1.05046301190159
10838,1,3,6,6,6,58,2,4,2,3,3,2,2,3,1,3,53,3,4,4,4,4,3,4,4,4,2,5,4,4,1,3,4,4,3,5,3,3,4,5,6,1,1,4,4,5,5,2,4,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,2,4,0,2,2,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,1,1,1,1,1,0,0,0,3,1,1,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-2,1,2,1,1,1,1,1,1,1,2,1,1,3,2,3,75,4,5,2,0,2,2,2,3,4,4,0,1,0,0,0,0,0,1,0,0,5,4,-2,-2,65,90,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,-1,-1,5,2,5,1,1,2,8,1,1,2,3,0,0,0,0,2,0,.527685307715181
13124,1,3,6,6,7,57,3,4,2,4,4,3,1,4,2,3,76,5,5,5,5,5,5,5,4,4,2,6,5,4,1,3,3,3,3,5,5,4,4,6,6,1,1,5,4,4,6,1,4,3,1,3,2,1,1,1,-.188,3,3,2,1,2,2,2,4,1,1,1,1,1,0,1,0,0,1,1,1,2,6,0,4,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,0,2,1,1,3,4,3,90,4,5,2,0,4,1,3,4,5,4,1,1,0,0,0,0,1,0,0,0,2,4,-2,-2,65,50,5,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,2,4,1,3,8,1,1,4,8,1,0,0,0,2,0,2.30715333021396
7791,1,3,7,7,7,70,4,5,2,5,3,2,1,5,1,1,64,5,4,3,3,3,5,5,5,5,3,4,5,5,0,3,3,3,3,5,5,5,5,6,6,0,0,5,2,6,4,1,4,2,1,1,2,1,0,1,-.57,2,3,2,1,1,2,3,3,1,0,1,1,1,1,1,0,0,1,1,2,3,1,0,-2,-2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,1,0,1,1,0,1,2,1,1,4,4,3,90,5,4,2,0,3,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,6,4,-2,-2,65,100,4,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,-2,0,5,1,4,4,1,2,4,9,4,1,2,3,0,0,0,0,4,0,1.71185004733555
9311,1,1,4,5,4,37,1,2,4,2,3,5,4,2,4,4,40,2,2,3,3,2,3,3,4,4,2,5,3,3,0,4,3,3,2,1,3,1,2,3,4,7,1,3,3,5,5,4,2,2,1,2,2,1,0,1,-.57,2,3,3,1,1,2,4,4,1,0,1,0,1,1,1,1,0,1,3,2,2,4,0,-2,-2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,1,3,0,3,2,1,1,2,1,1,1,1,3,0,0,0,0,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,-2,-1,2,0,0,0,1,1,0,0,2,0,1,2,2,2,80,2,4,2,0,3,3,2,3,3,2,0,1,0,0,1,0,0,0,0,0,4,3,-2,-2,65,100,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,2,1,1,4,2,5,1,3,5,0,0,1,0,2,0,1.01016772555133
12206,1,2,7,7,7,64,2,3,2,4,1,1,2,4,1,4,61,4,3,4,4,4,4,4,5,5,1,7,5,5,0,3,4,4,4,5,5,1,5,5,5,0,0,5,1,6,6,7,4,2,1,3,1,1,1,0,-.188,3,3,1,1,1,2,2,4,1,1,1,0,1,1,1,0,0,1,1,1,2,99,0,1,99,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,1,1,0,0,2,0,1,1,3,3,100,4,4,1,0,3,1,3,4,3,3,0,0,0,0,0,0,0,0,0,1,7,4,0,-2,-2,100,3,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,-2,0,5,6,2,3,4,2,2,2,1,0,3,7,0,0,0,0,2,1,.675606597203636
13786,1,1,7,7,7,86,5,5,1,5,1,1,1,5,1,1,85,5,5,5,5,5,5,5,5,5,1,7,5,5,1,5,5,5,5,5,5,5,5,6,4,1,1,5,1,3,5,3,4,2,1,1,2,1,0,1,-.909,2,1,3,1,1,2,2,2,1,0,0,0,1,1,1,0,1,1,1,2,1,1,0,-2,-2,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,4,5,2,0,2,4,4,4,5,5,0,0,0,0,0,0,0,0,0,1,4,4,-2,-2,-1,100,4,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,1,4,3,1,2,3,1,4,0,3,6,0,0,1,0,1,1,.744192533870604
10992,1,2,5,6,7,49,3,3,3,3,3,5,2,3,3,3,41,3,2,3,3,3,3,3,3,3,3,5,4,4,1,4,4,4,3,4,4,3,4,4,6,0,1,4,2,6,6,6,3,3,1,3,2,1,1,1,-.909,2,3,3,2,1,2,3,1,1,0,1,0,0,1,1,0,0,1,2,1,2,6,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,-1,3,0,2,1,1,2,1,1,0,-1,-1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-2,2,3,0,0,0,1,1,1,0,2,1,1,2,2,3,100,2,2,1,0,4,4,4,4,3,3,0,1,0,0,0,0,0,0,0,0,7,3,-2,-2,67,60,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,-2,0,5,4,3,3,4,1,5,5,1,1,3,5,1,1,0,0,3,0,.950866090425055
9074,1,3,6,6,7,79,5,5,1,5,1,3,1,5,1,1,68,5,5,5,5,4,4,5,4,4,4,5,5,5,1,3,4,5,4,5,4,5,5,6,6,1,1,5,3,5,5,3,4,3,1,3,2,1,1,1,-.188,2,3,2,1,1,2,3,1,1,0,1,1,1,1,1,0,0,1,1,1,2,1,0,2,1,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,5,1,1,1,0,1,0,1,2,1,1,3,4,2,90,3,4,2,0,5,2,3,3,4,4,0,1,0,1,1,0,1,1,0,0,6,4,-2,-2,62,100,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,2,5,4,2,2,9,1,1,1,2,0,0,0,0,2,0,.904173104480218
13160,1,2,4,5,4,41,1,4,3,1,3,5,4,1,3,3,35,3,2,2,2,1,3,2,3,4,4,2,3,1,0,1,1,1,1,4,2,1,1,1,3,7,0,3,1,6,6,3,1,3,1,3,2,1,1,1,.242,2,3,2,1,1,2,4,4,1,0,1,1,1,1,1,1,0,1,2,2,4,2,0,-2,-2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,8,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,3,-2,1,4,0,0,0,0,0,1,0,2,1,1,3,4,3,95,3,4,2,0,5,2,1,2,3,3,0,0,0,0,0,0,0,0,0,1,1,2,-2,-2,70,33,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,3,2,2,2,2,4,1,3,6,0,0,0,0,2,0,1.88230056686826
7792,1,2,5,5,5,41,2,3,4,1,4,5,3,2,1,5,35,2,3,2,2,2,2,2,5,5,5,2,5,3,1,1,4,4,3,5,4,1,1,4,6,0,0,4,4,4,4,4,3,3,1,3,2,1,1,1,.242,2,3,2,1,1,2,4,3,1,0,1,1,1,1,1,1,0,1,2,3,3,2,1,-2,-2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,2,1,0,0,0,8,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,1,0,0,2,1,1,2,4,4,0,4,3,2,0,3,3,2,3,1,3,1,0,0,1,1,0,0,0,0,0,1,3,-2,-2,67,100,3,-1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,1,4,2,1,1,3,3,4,0,2,4,0,0,0,0,3,1,1.82645840637034
13767,1,3,7,7,7,60,4,4,3,4,4,4,1,3,1,1,42,3,3,3,3,3,3,3,3,3,3,3,5,4,1,3,5,4,4,4,3,5,5,5,4,1,0,3,3,3,3,1,3,3,1,3,2,1,1,1,.242,3,3,3,1,1,2,4,3,1,1,1,0,1,1,1,1,0,1,1,1,2,4,0,3,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,0,0,0,0,0,0,0,3,0,0,3,3,3,100,5,3,2,0,1,3,3,3,5,5,0,0,0,1,0,0,0,0,0,0,4,3,-2,-2,62,100,2,-1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,5,2,2,1,1,2,7,1,1,2,3,0,0,0,0,2,1,1.20634497094242
11775,1,3,5,6,7,60,3,4,3,4,2,3,1,4,2,2,60,4,4,5,4,4,4,5,4,4,2,6,5,4,1,5,4,5,4,5,4,5,5,6,6,1,1,4,3,4,5,3,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,0,3,3,5,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,3,0,2,2,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,-2,-1,5,0,1,0,1,1,1,0,2,1,1,2,4,2,80,5,5,2,0,4,2,3,4,4,4,1,1,0,1,1,0,1,1,0,0,2,3,-2,-2,65,95,5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,5,1,1,2,8,1,1,2,3,0,0,0,0,2,0,.467894250142085
11290,1,3,6,6,4,62,4,4,4,4,5,1,2,5,1,2,45,3,4,3,3,4,3,4,3,3,3,6,4,3,1,3,3,3,3,5,3,5,5,4,4,7,1,3,3,1,3,4,3,2,2,3,2,0,1,1,-.57,2,3,3,1,1,1,3,2,1,0,1,0,1,1,0,0,1,1,1,1,2,99,0,99,99,99,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,1,1,1,0,2,0,1,3,3,3,-1,3,5,1,0,3,2,2,1,3,3,0,0,0,0,0,0,0,1,0,0,6,4,1,-1,-2,60,2,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,1,2,7,1,2,1,1,2,7,1,1,3,5,0,0,0,0,2,0,.796351210429683
10993,1,3,4,4,5,42,2,2,4,2,4,3,4,2,3,3,42,3,3,3,3,2,3,3,3,4,3,3,4,2,0,4,4,4,4,5,5,5,5,4,5,0,1,3,3,3,5,2,3,2,1,1,2,1,0,1,-1.215,2,3,3,1,2,2,2,1,1,0,1,0,1,0,1,0,0,1,2,3,3,4,1,-2,-2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,1,1,0,1,1,1,1,2,0,1,4,4,4,75,4,3,1,0,4,2,2,3,4,4,1,0,1,0,1,0,0,0,0,0,5,3,-2,-2,70,30,5,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,-2,0,5,1,4,2,3,1,3,7,4,1,4,9,0,0,0,0,3,0,4.39522512394207
13508,1,2,1,5,7,53,1,1,1,1,1,1,2,1,5,5,14,1,1,1,1,1,1,1,2,2,2,4,1,1,0,2,2,2,2,4,1,5,4,2,5,0,-1,3,3,4,2,4,1,0,3,2,1,0,0,0,-1.485,2,3,2,2,2,2,1,3,2,0,1,1,0,0,1,0,0,0,2,2,5,7,0,-2,-2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,3,0,2,2,2,2,2,2,0,0,1,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-2,1,2,0,0,0,0,0,0,0,1,0,0,3,3,3,100,4,5,1,0,3,2,2,2,3,3,0,0,0,0,1,0,0,0,0,0,4,3,-2,-2,65,0,2,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,-2,0,5,4,2,2,1,1,1,2,4,0,1,2,0,0,0,0,1,0,1.21894015631188
9312,1,3,5,6,5,65,3,5,2,4,2,2,1,5,2,2,60,4,5,4,4,4,5,4,4,5,3,5,5,4,1,3,4,4,4,5,4,5,3,6,6,7,1,3,4,4,5,3,4,3,1,3,2,1,1,1,-.188,3,3,1,1,1,2,2,1,1,1,1,0,1,1,1,0,0,1,1,1,2,7,0,3,3,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,1,1,1,1,1,1,2,1,1,3,4,3,90,4,4,1,0,3,2,3,3,5,4,1,1,0,0,0,0,0,1,0,0,7,4,-2,-2,66,90,5,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,-2,0,5,3,3,5,1,1,2,9,1,1,3,7,0,0,0,0,2,0,.684160110180682
7345,1,3,5,4,5,56,2,2,3,3,3,3,2,4,1,3,42,3,3,3,3,2,3,3,3,4,3,5,3,3,1,2,3,3,2,3,3,2,3,5,4,1,0,4,4,3,4,4,3,1,2,1,2,0,0,1,-1.485,2,2,3,2,1,2,3,2,2,0,0,0,0,1,1,0,1,0,2,1,2,5,0,2,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2,0,2,2,1,1,2,3,-1,0,0,4,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,4,0,1,0,0,1,0,1,2,1,1,4,3,4,75,4,3,2,0,4,2,3,3,4,3,1,1,0,0,0,0,0,0,0,0,6,3,-2,-2,67,80,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,4,1,1,2,7,1,1,1,1,0,0,0,0,2,0,.690973173278539
7462,1,2,5,4,6,39,1,1,3,1,3,5,4,3,3,5,42,3,3,3,3,3,3,3,3,3,3,5,4,3,0,3,3,3,3,3,3,3,3,4,4,7,0,3,3,4,6,4,3,3,1,3,2,1,1,1,-.909,2,3,1,1,2,2,4,4,2,0,1,0,1,0,1,1,0,0,2,3,3,98,0,-2,-2,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,2,8,2,2,2,2,2,2,8,0,0,8,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,0,1,3,3,3,0,3,1,1,0,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,1,4,3,-2,-2,71,7,3,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,-2,0,5,1,4,3,1,1,1,2,4,1,1,2,0,0,0,0,1,0,.965637775607789
13913,1,3,7,7,7,46,3,3,1,3,5,3,4,3,1,5,65,4,5,3,5,1,5,5,5,5,3,4,5,5,0,5,5,5,4,5,5,5,5,5,6,7,7,2,1,1,5,1,4,3,1,3,2,1,1,1,-.57,1,3,1,1,1,2,3,4,1,0,1,0,1,1,1,0,0,1,1,2,3,98,0,-2,-2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,1,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,1,1,0,0,2,1,1,4,3,4,20,4,5,1,0,2,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,7,4,-2,-2,67,70,2,-1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,-2,0,5,3,3,2,1,1,3,7,4,1,2,3,0,0,0,0,3,1,1.21981516268693
7793,1,3,7,7,7,76,5,4,1,4,1,2,1,3,1,1,64,4,5,5,4,4,4,4,5,5,1,7,5,4,1,3,3,4,4,5,3,5,5,5,5,1,0,3,3,6,6,-1,4,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,4,4,1,1,1,1,1,1,1,1,0,1,1,1,2,7,0,4,3,99,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,5,1,1,1,1,1,1,1,2,1,1,3,3,3,100,3,3,2,0,5,1,4,3,5,5,0,1,1,1,1,0,1,0,0,0,7,4,-2,-2,65,90,5,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,5,2,5,1,1,5,9,1,1,4,8,0,0,1,0,2,0,.756305103092812
13239,1,3,7,7,7,60,3,4,1,4,1,3,2,3,2,3,74,5,5,5,5,5,5,5,4,3,2,6,4,4,1,4,4,4,4,5,3,2,5,5,6,1,0,5,4,5,6,2,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,0,4,3,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,-1,5,1,1,1,1,1,0,1,2,0,1,2,2,2,75,5,3,2,0,4,2,4,3,2,2,1,0,0,0,0,0,0,0,0,0,5,4,-2,-2,70,100,5,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,5,2,1,4,9,1,1,1,2,0,1,0,0,2,0,.680964922559297
8839,1,3,7,5,6,78,5,4,1,4,1,2,1,5,1,1,65,5,4,4,4,4,5,5,4,3,2,6,5,4,0,2,2,2,1,5,1,5,5,6,4,1,0,4,2,5,6,1,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,0,4,3,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,5,0,1,0,1,1,1,1,2,1,1,3,1,2,99,4,5,2,0,3,1,3,3,3,4,0,1,0,0,1,0,0,0,0,0,5,4,-2,-2,70,80,5,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,4,1,1,4,9,1,1,1,2,0,1,1,0,2,1,.815617648809735
